AS,PS,NPV,RS,F1S,model
0.977777777777778,0.968939393939394,0.9831140350877192,0.9682539682539684,0.9682359614293816,SVM
0.977777777777778,0.9710144927536232,0.983739837398374,0.9682539682539684,0.9681818181818184,KNN
1.0,1.0,1.0,1.0,1.0,DT
0.9944444444444444,0.992248062015504,0.9957805907172996,0.992063492063492,0.9920623671155208,RF
0.9555555555555556,0.9466666666666668,0.9689922480620154,0.9365079365079364,0.9359267734553776,ABC
1.0,1.0,1.0,1.0,1.0,GBC
0.9833333333333334,0.9763660427301948,0.9872321771055949,0.9761904761904762,0.9761871013465628,MLP
0.9833333333333334,0.9763660427301948,0.9872321771055949,0.9761904761904762,0.9761871013465628,ELM
0.9888888888888888,0.9841269841269842,0.9914529914529916,0.9841269841269842,0.9841269841269842,AGTO-ELM
0.9888888888888888,0.9841269841269842,0.9914529914529916,0.9841269841269842,0.9841269841269842,AVOA-ELM
0.9888888888888888,0.9841269841269842,0.9914529914529916,0.9841269841269842,0.9841269841269842,ARO-ELM
0.9722222222222224,0.9618233618233618,0.9790946502057616,0.9603174603174603,0.9602667801901518,HGSO-ELM
0.9833333333333334,0.9763660427301948,0.9872321771055949,0.9761904761904764,0.9761871013465628,EVO-ELM
0.9888888888888888,0.9848484848484848,0.9916666666666668,0.9841269841269842,0.9841179807146908,TLO-ELM
