,0
AGTO-ELM,12190.48309585196
AVOA-ELM,6071.307526540011
ARO-ELM,6011.047877499019
HGSO-ELM,6836.818035581964
EVO-ELM,6324.050564436009
TLO-ELM,12061.720312868012
