,0
AGTO-ELM,7580.004536109
AVOA-ELM,3480.155128935001
ARO-ELM,3788.2314043859988
HGSO-ELM,4102.978778708
EVO-ELM,5445.093628658
TLO-ELM,7608.416960964001
