,0
SVM,1.119896759999392
KNN,1.046283236995805
DT,0.8147279609984253
RF,0.9615613530040719
ABC,1.0549552689990378
GBC,4.313811411004281
MLP,3.8326701509940904
ELM,0.8187634499990963
