,0
AGTO-ELM,95.28328656299709
AVOA-ELM,46.60025188999862
ARO-ELM,47.35169432799739
HGSO-ELM,50.58912299300573
EVO-ELM,54.6735868340038
TLO-ELM,93.30861032599933
