,0
AGTO-ELM,1250.1102227829979
AVOA-ELM,684.7266916930093
ARO-ELM,620.558022636993
HGSO-ELM,750.0161690629902
EVO-ELM,634.4531387579918
TLO-ELM,1252.9281194279902
