,0
AGTO-ELM,5342.795115059998
AVOA-ELM,2578.4723770479904
ARO-ELM,2643.044438007011
HGSO-ELM,2965.5358874140074
EVO-ELM,2965.5715955149935
TLO-ELM,5394.71761635899
