,0
AGTO-ELM,346.79357390501536
AVOA-ELM,176.06635313096922
ARO-ELM,178.0269608280505
HGSO-ELM,197.79041176702594
EVO-ELM,186.2409924879903
TLO-ELM,353.7347367479815
