epoch,loss
1,3.8901312398360983
2,3.838011465529486
3,3.796981004905131
4,3.6960682503965834
5,3.53859999610852
6,3.4831534276972302
7,3.4598658689644886
8,3.3589531144559412
9,3.340101281196103
10,3.334556624354974
11,3.334556624354974
12,3.3112690656222323
13,3.3090512028857804
14,3.2491689090015874
15,3.2048116542725555
16,3.192613409222072
17,3.192613409222072
18,3.192613409222072
19,3.189286615117394
20,3.189286615117394
21,3.0972453115546528
22,3.0783934782948146
23,3.0617595077714275
24,3.0617595077714275
25,3.0362540863022343
26,3.025164772619976
27,3.0029861452554605
28,3.0029861452554605
29,2.998550419782557
30,2.998550419782557
31,2.9930057629414284
32,2.9930057629414284
33,2.970827135576912
34,2.9686092728404607
35,2.9575199591582026
36,2.948648508212396
37,2.9442127827394926
38,2.9442127827394926
39,2.9442127827394926
40,2.9442127827394926
41,2.9442127827394926
42,2.930905606320783
43,2.930905606320783
44,2.929796674952558
45,2.9253609494796544
46,2.9142716357973963
47,2.9087269789562673
48,2.9087269789562673
49,2.9087269789562673
50,2.906509116219816
51,2.906509116219816
52,2.898746596642235
53,2.8987465966422348
54,2.8987465966422348
55,2.8222303322346556
56,2.7701105579280423
57,2.7701105579280423
58,2.7701105579280423
59,2.7701105579280423
60,2.7701105579280423
61,2.7701105579280423
62,2.7701105579280423
63,2.7368426168812685
64,2.721317577726108
65,2.715772920884979
66,2.715772920884979
67,2.6958121562569146
68,2.676960322997076
69,2.6292762741633666
70,2.609315509535302
71,2.6093155095353016
72,2.5982261958530444
73,2.5849190194343348
74,2.5849190194343348
75,2.5849190194343348
76,2.583810088066109
77,2.5716118430156247
78,2.5671761175427217
79,2.5671761175427217
80,2.5527600097557865
81,2.5361260392323994
82,2.5361260392323994
83,2.5361260392323994
84,2.5361260392323994
85,2.533908176495948
86,2.533908176495948
87,2.518383137340787
88,2.518383137340787
89,2.510620617763206
90,2.5095116863949807
91,2.489550921766916
92,2.481788402189335
93,2.481788402189335
94,2.481788402189335
95,2.481788402189335
96,2.481788402189335
97,2.481788402189335
98,2.481788402189335
99,2.481788402189335
100,2.481788402189335
101,2.481788402189335
102,2.479570539452884
103,2.479570539452884
104,2.479570539452884
105,2.479570539452884
106,2.477352676716432
107,2.4451936670378838
108,2.4451936670378838
109,2.4329954219874006
110,2.4329954219874006
111,2.427450765146271
112,2.4119257259911104
113,2.4119257259911104
114,2.4119257259911104
115,2.4119257259911104
116,2.4119257259911104
117,2.4119257259911104
118,2.4119257259911104
119,2.407490000518207
120,2.407490000518207
121,2.3886381672583683
122,2.373113128103207
123,2.366459539893852
124,2.3598059516844976
125,2.3598059516844976
126,2.3598059516844976
127,2.3598059516844976
128,2.3498255693704655
129,2.3498255693704655
130,2.3498255693704655
131,2.3498255693704655
132,2.3498255693704655
133,2.342063049792885
134,2.332082667478853
135,2.332082667478853
136,2.3276469420059493
137,2.3276469420059493
138,2.3276469420059493
139,2.291052206854498
140,2.291052206854498
141,2.289943275486272
142,2.284398618645143
143,2.284398618645143
144,2.284398618645143
145,2.284398618645143
146,2.284398618645143
147,2.284398618645143
148,2.278853961804014
149,2.278853961804014
150,2.278853961804014
151,2.278853961804014
152,2.278853961804014
153,2.2744182363311114
154,2.269982510858208
155,2.2588931971759503
156,2.2588931971759503
157,2.2511306775983693
158,2.2511306775983693
159,2.247803883493692
160,2.2478038834936918
161,2.246694952125466
162,2.246694952125466
163,2.246694952125466
164,2.246694952125466
165,2.246694952125466
166,2.246694952125466
167,2.2289520502338536
168,2.225625256129176
169,2.21675380518337
170,2.2012287660282084
171,2.1912483837141763
172,2.1912483837141763
173,2.1912483837141763
174,2.1912483837141763
175,2.1912483837141763
176,2.1912483837141763
177,2.1912483837141763
178,2.1912483837141763
179,2.1912483837141763
180,2.174614413190789
181,2.174614413190789
182,2.174614413190789
183,2.174614413190789
184,2.164634030876757
185,2.1624161681403056
186,2.14800006035337
187,2.1446732662486925
188,2.1435643348804674
189,2.1435643348804674
190,2.1424554035122414
191,2.1424554035122414
192,2.1424554035122414
193,2.1424554035122414
194,2.1424554035122414
195,2.1424554035122414
196,2.1424554035122414
197,2.1424554035122414
198,2.1424554035122414
199,2.1424554035122414
200,2.1424554035122414
201,2.1424554035122414
202,2.1424554035122414
203,2.14023754077579
204,2.14023754077579
205,2.14023754077579
206,2.14023754077579
207,2.14023754077579
208,2.14023754077579
209,2.1369107466711124
210,2.1324750211982093
211,2.1324750211982093
212,2.1324750211982093
213,2.1324750211982093
214,2.1324750211982093
215,2.1324750211982093
216,2.1324750211982093
217,2.1247125016206287
218,2.1247125016206287
219,2.1247125016206287
220,2.1247125016206287
221,2.1247125016206287
222,2.1247125016206287
223,2.1247125016206287
224,2.1247125016206287
225,2.1247125016206287
226,2.1247125016206287
227,2.1202767761477253
228,2.1202767761477253
229,2.1202767761477253
230,2.1202767761477253
231,2.1202767761477253
232,2.1202767761477253
233,2.1202767761477253
234,2.1202767761477253
235,2.112514256570145
236,2.1080785310972416
237,2.1080785310972416
238,2.1080785310972416
239,2.1080785310972416
240,2.1080785310972416
241,2.1080785310972416
242,2.1080785310972416
243,2.1080785310972416
244,2.1080785310972416
245,2.1080785310972416
246,2.1080785310972416
247,2.095880286046758
248,2.095880286046758
249,2.095880286046758
250,2.095880286046758
251,2.095880286046758
252,2.095880286046758
253,2.095880286046758
254,2.0936624233103065
255,2.091444560573855
256,2.091444560573855
257,2.0781373841551445
258,2.0781373841551445
259,2.0781373841551445
260,2.0781373841551445
261,2.0781373841551445
262,2.0781373841551445
263,2.0781373841551445
264,2.0781373841551445
265,2.0781373841551445
266,2.0781373841551445
267,2.0781373841551445
268,2.0781373841551445
269,2.0781373841551445
270,2.0781373841551445
271,2.0781373841551445
272,2.073701658682242
273,2.0481962372130487
274,2.0415426490036936
275,2.0404337176354677
276,2.02934440395321
277,2.02934440395321
278,2.028235472584984
279,2.028235472584984
280,2.028235472584984
281,2.026017609848533
282,2.026017609848533
283,2.026017609848533
284,2.026017609848533
285,2.023799747112081
286,2.023799747112081
287,2.0204729530074035
288,2.0204729530074035
289,2.0204729530074035
290,2.0204729530074035
291,2.013819364798049
292,2.009383639325146
293,2.009383639325146
294,2.009383639325146
295,2.009383639325146
296,2.009383639325146
297,2.009383639325146
298,2.009383639325146
299,2.009383639325146
300,2.009383639325146
301,2.009383639325146
302,2.009383639325146
303,2.009383639325146
304,2.009383639325146
305,2.009383639325146
306,2.009383639325146
307,2.009383639325146
308,2.009383639325146
309,2.009383639325146
310,2.009383639325146
311,2.009383639325146
312,2.009383639325146
313,2.009383639325146
314,2.009383639325146
315,2.009383639325146
316,2.009383639325146
317,2.0060568452204683
318,2.0060568452204683
319,2.0060568452204683
320,2.0060568452204683
321,2.0060568452204683
322,2.0049479138522424
323,2.0049479138522424
324,2.0049479138522424
325,2.0049479138522424
326,2.0049479138522424
327,2.0049479138522424
328,2.0049479138522424
329,2.0049479138522424
330,2.0005121883793393
331,2.000512188379339
332,1.9982943256428876
333,1.9982943256428876
334,1.9982943256428876
335,1.9860960805924042
336,1.9783335610148232
337,1.9783335610148232
338,1.97389783554192
339,1.9716799728054684
340,1.9716799728054684
341,1.9716799728054684
342,1.9716799728054684
343,1.9716799728054684
344,1.9716799728054684
345,1.9716799728054684
346,1.9716799728054684
347,1.9716799728054684
348,1.9716799728054684
349,1.9716799728054684
350,1.9650263845961138
351,1.9650263845961138
352,1.9605906591232107
353,1.9561549336503075
354,1.9561549336503075
355,1.9561549336503075
356,1.9539370709138557
357,1.9539370709138557
358,1.9539370709138557
359,1.9506102768091784
360,1.9506102768091784
361,1.9506102768091784
362,1.9506102768091784
363,1.9506102768091784
364,1.947283482704501
365,1.947283482704501
366,1.9450656199680494
367,1.9450656199680494
368,1.9450656199680494
369,1.9450656199680494
370,1.9450656199680494
371,1.9450656199680494
372,1.9450656199680494
373,1.9450656199680494
374,1.9450656199680494
375,1.9450656199680494
376,1.9450656199680494
377,1.9450656199680494
378,1.9450656199680494
379,1.9450656199680494
380,1.9450656199680494
381,1.9450656199680494
382,1.9450656199680494
383,1.9450656199680494
384,1.9450656199680494
385,1.9450656199680494
386,1.9450656199680494
387,1.9384120317586944
388,1.9384120317586944
389,1.9384120317586944
390,1.929540580812888
391,1.929540580812888
392,1.9273227180764363
393,1.9273227180764363
394,1.9273227180764363
395,1.9262137867082105
396,1.9262137867082105
397,1.9262137867082105
398,1.9262137867082105
399,1.9262137867082105
400,1.9262137867082105
401,1.9262137867082105
402,1.9262137867082105
403,1.9262137867082105
404,1.9262137867082105
405,1.9262137867082105
406,1.919560198498856
407,1.9184512671306304
408,1.91845126713063
409,1.91845126713063
410,1.914015541657727
411,1.914015541657727
412,1.914015541657727
413,1.9084708848165979
414,1.9084708848165979
415,1.9084708848165979
416,1.9084708848165979
417,1.9084708848165979
418,1.9084708848165979
419,1.9084708848165979
420,1.9084708848165979
421,1.9084708848165979
422,1.9084708848165979
423,1.9084708848165979
424,1.9084708848165979
425,1.9084708848165979
426,1.9084708848165979
427,1.9084708848165979
428,1.9084708848165979
429,1.9084708848165979
430,1.9084708848165979
431,1.9084708848165979
432,1.9084708848165979
433,1.9084708848165979
434,1.9084708848165979
435,1.9084708848165979
436,1.9084708848165979
437,1.9084708848165979
438,1.9084708848165979
439,1.9084708848165979
440,1.9084708848165979
441,1.9084708848165979
442,1.9007083652390175
443,1.9007083652390175
444,1.9007083652390175
