,0
AGTO-ELM,34.539793638003175
AVOA-ELM,17.46647922899865
ARO-ELM,18.121216029001516
HGSO-ELM,19.471066266996786
EVO-ELM,33.39461402500456
TLO-ELM,34.500193378000404
