,0
AGTO-ELM,4814.9442732210155
AVOA-ELM,2369.695472405001
ARO-ELM,2351.9117330129957
HGSO-ELM,2698.7137179739657
EVO-ELM,2579.2693440339644
TLO-ELM,4810.752551743004
