,0
AGTO-ELM,4243.958180321992
AVOA-ELM,2168.619136239984
ARO-ELM,2020.7544844010263
HGSO-ELM,2268.234917910013
EVO-ELM,2154.926604073
TLO-ELM,4116.640923624014
