,0
AGTO-ELM,602.6659541639965
AVOA-ELM,303.1033006309881
ARO-ELM,307.58717318001436
HGSO-ELM,344.921277861984
EVO-ELM,318.91591011098353
TLO-ELM,607.6918099260074
