,0
AGTO-ELM,18862.039932888
AVOA-ELM,9481.002773015993
ARO-ELM,9523.89318189901
HGSO-ELM,11125.084181949991
EVO-ELM,10888.936713578005
TLO-ELM,20365.309720780002
