battery_power,int_memory,px_height,px_width,ram,price_range
0.6305945223780896,0.016666666666666666,0.26887755102040817,0.5961281708945261,0.8615713522180652,3
0.72812291249165,0.675,0.2795918367346939,0.7616822429906542,0.00694815606627472,0
0.050100200400801605,0.6833333333333333,0.43214285714285716,0.2623497997329773,0.6798503474078034,2
0.7267869071476286,0.041666666666666664,0.16275510204081634,0.4712950600801068,0.8572955638695885,3
0.1516366065464262,0.25833333333333336,0.06428571428571428,0.2116154873164219,0.05371459112773918,0
0.6800267201068805,0.26666666666666666,0.5724489795918367,0.8024032042723631,0.5836451095670764,2
0.6245824983299934,0.36666666666666664,0.9316326530612244,0.8918558077436582,0.6627471940138963,3
0.822311289245157,0.325,0.4204081632653061,0.25433911882510013,0.2811330839123463,1
0.28122912491649965,0.9,0.5183673469387755,0.589452603471295,0.24291822554783538,0
0.5537742150968604,0.38333333333333336,0.5627551020408164,0.7590120160213618,0.5104222340994121,2
0.23380093520374082,0.175,0.4020408163265306,0.3384512683578104,0.20016034206306788,0
0.7194388777555111,0.48333333333333334,0.2096938775510204,0.48464619492656874,0.5884553714591128,2
0.11623246492985972,0.5333333333333333,0.09795918367346938,0.17156208277703605,0.3952431854623196,0
0.9779559118236473,0.03333333333333333,0.498469387755102,0.774365821094793,0.876269374665954,3
0.4422177688710755,0.43333333333333335,0.37142857142857144,0.21228304405874499,0.7172634954569749,2
0.6152304609218436,0.26666666666666666,0.0005102040816326531,0.28437917222963954,0.06761090326028861,0
0.3954575818303273,0.9666666666666667,0.12142857142857143,0.2049399198931909,0.4310529128808124,1
0.7468269873079493,0.30833333333333335,0.4147959183673469,0.4539385847797063,0.05558524853019776,0
0.4969939879759519,0.20833333333333334,0.1683673469387755,0.6234979973297731,0.6467129877071085,2
0.37808951235804944,0.35,0.25204081632653064,0.9939919893190922,0.09299839657936933,0
0.8530394121576487,0.175,0.5244897959183673,0.6308411214953271,0.9847675040085516,3
0.8183032732130928,0.21666666666666667,0.6229591836734694,0.8704939919893191,0.4307856761090326,2
0.2905811623246493,0.6083333333333333,0.6785714285714286,0.7917222963951935,0.5705505077498664,2
0.30527722110888444,1.0,0.37244897959183676,0.16755674232309747,0.3102618920363442,0
0.6285905143620575,0.9333333333333333,0.11785714285714285,0.12483311081441922,0.5267236771779797,1
0.5076820307281229,0.08333333333333333,0.4377551020408163,0.7283044058744993,0.024585783003741316,0
0.9539078156312625,0.6916666666666667,0.17806122448979592,0.3678237650200267,0.44281133083912344,1
0.1409485637942552,0.05,0.6352040816326531,0.5400534045393859,0.46632816675574557,1
0.2017368069472278,0.21666666666666667,0.3198979591836735,0.2903871829105474,0.6801175841795831,2
0.5457581830327322,0.9,0.3510204081632653,0.7283044058744993,0.4072688401924105,1
0.3927855711422846,0.6083333333333333,0.1076530612244898,0.6068090787716955,0.6317477284874399,2
0.48830995323981297,0.425,0.31887755102040816,0.17423230974632845,0.3741314804917157,1
0.6967267869071476,0.275,0.12040816326530612,0.2383177570093458,0.27899518973810794,1
0.8884435537742151,0.9083333333333333,0.8637755102040816,0.8611481975967957,0.23436664885088188,1
0.9031396125584502,0.975,0.5025510204081632,0.3371161548731642,0.45884553714591125,2
0.3026052104208417,0.45,0.11632653061224489,0.3724966622162884,0.04863709246392304,0
0.7020708082832331,0.8333333333333334,0.2193877551020408,0.1054739652870494,0.6280064136825227,2
0.26920507682030725,0.18333333333333332,0.02857142857142857,0.17356475300400534,0.42490646712987706,1
0.45023380093520377,0.7,0.44540816326530613,0.5967957276368492,0.4510956707642972,1
0.46025384101536404,0.10833333333333334,0.7137755102040816,0.7650200267022697,0.8963121325494388,3
0.10554442217768871,0.25,0.5377551020408163,0.9539385847797063,0.4778193479422769,1
0.6432865731462926,0.30833333333333335,0.4357142857142857,0.4459279038718291,0.9810261892036344,3
0.9953239812959251,0.5416666666666666,0.539795918367347,0.5507343124165555,0.39470871191876,2
0.48363393453573816,0.48333333333333334,0.11071428571428571,0.40120160213618156,0.6464457509353287,2
0.9412157648630595,0.2916666666666667,0.5025510204081632,0.5233644859813084,0.014163548904329236,0
0.15297261189044756,0.725,0.5591836734693878,0.43724966622162886,0.6830571886691609,2
0.8430193720774883,0.175,0.07040816326530612,0.20427236315086783,0.4836985569214324,1
0.5651302605210421,0.43333333333333335,0.22142857142857142,0.31174899866488653,0.5954035275253875,2
0.9218436873747495,0.65,0.24336734693877551,0.7029372496662216,0.2600213789417424,1
0.8390113560454242,0.8333333333333334,0.13520408163265307,0.14218958611481977,0.48102618920363444,1
0.1576486305945224,0.9416666666666667,0.39846938775510204,0.6428571428571429,0.7202030999465526,2
0.49966599866399464,0.5,0.3086734693877551,0.46261682242990654,0.07349011223944414,0
0.5457581830327322,0.4666666666666667,0.0933673469387755,0.10747663551401869,0.13335114911811866,0
0.3152972611890448,0.9166666666666666,0.23316326530612244,0.8785046728971962,0.7271512560128274,2
0.47962591850367403,0.9666666666666667,0.2413265306122449,0.3484646194926569,0.11998931052912881,0
0.5437541750167001,0.4,0.03010204081632653,0.050066755674232306,0.8075895243185462,2
0.3259853039412158,0.36666666666666664,0.02346938775510204,0.37983978638184246,0.3957776590058792,1
0.4863059452237809,0.925,0.061224489795918366,0.9198931909212283,0.37707108498129344,1
0.2798931195724783,0.575,0.539795918367347,0.6148197596795728,0.6285408872260823,2
0.7702070808283233,0.55,0.6040816326530613,0.8137516688918558,0.2175307322287547,1
0.33266533066132264,0.7083333333333334,0.17448979591836736,0.7616822429906542,0.7554783538214859,2
0.9779559118236473,0.8916666666666667,0.46683673469387754,0.9779706275033377,0.4746125066809193,2
0.10487641950567803,0.19166666666666668,0.5897959183673469,0.8344459279038718,0.8901656867985035,3
0.4088176352705411,0.5416666666666666,0.5341836734693878,0.5420560747663551,0.005611972207375735,0
0.8216432865731463,0.6916666666666667,0.41275510204081634,0.9933244325767691,0.9716729021913415,3
0.9612558450233801,0.95,0.3,0.8738317757009346,0.15072153928380544,1
0.9919839679358717,0.7083333333333334,0.14387755102040817,0.5727636849132176,0.3629075360769642,1
0.0013360053440213762,0.875,0.39693877551020407,0.5280373831775701,0.013094601817210049,0
0.24983299933199732,0.55,0.2392857142857143,0.2356475300400534,0.11918760021378942,0
0.6466265865063461,0.7416666666666667,0.24693877551020407,0.14085447263017356,0.3824158204168894,1
0.23446893787575152,0.5583333333333333,0.27448979591836736,0.15353805073431243,0.27231427044361306,0
0.7181028724114896,0.49166666666666664,0.13163265306122449,0.19292389853137518,0.9748797434526991,3
0.3466933867735471,0.13333333333333333,0.44387755102040816,0.7429906542056075,0.23677177979690006,1
0.20307281229124916,0.06666666666666667,0.6438775510204081,0.6929238985313751,0.9061998931052913,3
0.12090848363393454,0.3416666666666667,0.4602040816326531,0.376502002670227,0.5561197220737574,1
0.20908483633934535,0.8083333333333333,0.5571428571428572,0.6048064085447263,0.4510956707642972,1
0.8610554442217769,0.16666666666666666,0.20204081632653062,0.9879839786381842,0.8850881881346874,3
0.04609218436873747,0.25833333333333336,0.6790816326530612,0.9459279038718291,0.910475681453768,3
0.27788911155644624,0.06666666666666667,0.21581632653061225,0.27303070761014686,0.8466060929983966,3
0.44288577154308617,0.06666666666666667,0.564795918367347,0.7716955941255007,0.9628540887226082,3
0.14829659318637275,0.7333333333333333,0.46938775510204084,0.8331108144192256,0.42624265098877606,1
0.15965263861055445,0.35833333333333334,0.4770408163265306,0.4319092122830441,0.22688401924104756,0
0.5985303941215765,0.058333333333333334,0.6673469387755102,0.9953271028037384,0.7699091394975949,3
0.10888443553774214,0.25,0.3576530612244898,0.6528704939919893,0.901389631213255,3
0.46092184368737477,0.03333333333333333,0.34744897959183674,0.12216288384512683,0.36023516835916625,1
0.8336673346693386,0.8166666666666667,0.23979591836734693,0.1835781041388518,0.5181721004810262,2
0.04275217100868404,0.65,0.2770408163265306,0.13551401869158877,0.5077498663816141,1
0.6700066800267201,0.5166666666666667,0.2586734693877551,0.3157543391188251,0.6814537680384821,2
0.5731462925851704,0.225,0.22755102040816327,0.2676902536715621,0.21913415285943347,0
0.9672678690714763,0.9916666666666667,0.2076530612244898,0.21495327102803738,0.31453768038482094,1
0.648630594522378,0.7333333333333333,0.3622448979591837,0.3684913217623498,0.6469802244788883,2
0.7828991315965264,0.8916666666666667,0.03316326530612245,0.15620827770360482,0.9120791020844469,3
0.21376085504342018,0.24166666666666667,0.12908163265306122,0.8584779706275033,0.7827365045430251,2
0.8309953239812959,0.20833333333333334,0.2173469387755102,0.7536715620827771,0.2811330839123463,1
0.5090180360721442,0.55,0.48673469387755103,0.7403204272363151,0.4548369855692143,2
0.7147628590514362,0.5833333333333334,0.4107142857142857,0.30440587449933243,0.08818813468733298,0
0.3346693386773547,0.025,0.6862244897959183,0.6114819759679573,0.39283805451630144,1
0.8109552438209753,0.3333333333333333,0.058163265306122446,0.9005340453938585,0.2653661143773383,1
0.020708082832331328,0.9416666666666667,0.6188775510204082,0.5700934579439252,0.12613575628006413,0
0.46760187040748163,0.9833333333333333,0.5872448979591837,0.8164218958611482,0.12560128273650453,0
0.33266533066132264,0.9916666666666667,0.7127551020408164,0.7449933244325768,0.6245323356493854,2
0.9211756847027388,0.2,0.45408163265306123,0.3464619492656876,0.7247461250668092,3
0.8410153640614563,0.39166666666666666,0.7051020408163265,0.589452603471295,0.480224478888295,2
0.8363393453573814,0.275,0.19744897959183674,0.7309746328437917,0.3177445216461785,1
0.48096192384769537,0.6,0.3903061224489796,0.9339118825100133,0.6365579903794762,2
0.875751503006012,0.6833333333333333,0.19387755102040816,0.7009345794392523,0.823623730625334,3
0.12491649966599866,0.24166666666666667,0.19183673469387755,0.972630173564753,0.3009086050240513,1
0.5484301937207748,0.5,0.09030612244897959,0.9946595460614153,0.310529128808124,1
0.7955911823647295,0.21666666666666667,0.9688775510204082,0.9372496662216289,0.9414751469802245,3
0.27521710086840345,0.19166666666666668,0.21989795918367347,0.42990654205607476,0.5403527525387494,1
0.6546426185704742,0.20833333333333334,0.1270408163265306,0.014686248331108143,0.6357562800641369,2
0.12024048096192384,0.95,0.18928571428571428,0.8024032042723631,0.6125066809192945,2
0.09418837675350701,0.05,0.45255102040816325,0.8511348464619493,0.04783538214858365,0
0.33400133600534404,0.30833333333333335,0.4704081632653061,0.8918558077436582,0.9080705505077499,3
0.5865063460253841,0.31666666666666665,0.05,0.17022696929238984,0.3840192410475681,1
0.6880427521710086,0.6833333333333333,0.31887755102040816,0.17690253671562084,0.6060929983965794,2
0.23714094856379425,0.375,0.5392857142857143,0.9552736982643525,0.10529128808123998,0
0.8450233800935204,0.95,0.2239795918367347,0.5380507343124166,0.5505077498663816,2
0.9826319305277221,0.1,0.14795918367346939,0.20293724966622162,0.6990913949759487,3
0.9492317969271877,0.6083333333333333,0.36989795918367346,0.9225634178905207,0.8840192410475681,3
0.9512358049432198,0.7916666666666666,0.5015306122448979,0.3918558077436582,0.5122928915018706,2
0.8884435537742151,0.5666666666666667,0.2229591836734694,0.40921228304405877,0.5889898450026724,2
0.6546426185704742,0.13333333333333333,0.05918367346938776,0.6895861148197597,0.7185996793158739,2
0.8837675350701403,0.525,0.5382653061224489,0.8264352469959947,0.5678781400320684,2
0.0781563126252505,0.48333333333333334,0.43520408163265306,0.8551401869158879,0.6194548369855692,2
0.9873079492317969,0.7083333333333334,0.425,0.7543391188251002,0.052378407268840195,0
0.5791583166332666,0.09166666666666666,0.4627551020408163,0.28371161548731644,0.35649385355424906,1
0.2725450901803607,0.55,0.20918367346938777,0.7630173564753004,0.2640299305184393,0
0.07682030728122913,0.5833333333333334,0.17704081632653063,0.008678237650200267,0.8046499198289685,2
0.07414829659318638,0.18333333333333332,0.6938775510204082,0.9285714285714286,0.77632282202031,3
0.8877755511022044,0.6666666666666666,0.3943877551020408,0.5694259012016022,0.44067343666488507,2
0.22511690046760188,0.9666666666666667,0.5020408163265306,0.9012016021361816,0.8813468733297701,3
0.6773547094188377,0.8666666666666667,0.7336734693877551,0.7296395193591455,0.0016034206306787815,0
0.15497661990647962,0.48333333333333334,0.10306122448979592,0.8591455273698264,0.6392303580972741,2
0.2712090848363393,0.6666666666666666,0.07346938775510205,0.2643524699599466,0.9767504008551576,3
0.08149632598530394,0.975,0.24693877551020407,0.49265687583444595,0.4043292357028327,1
0.4201736806947228,0.43333333333333335,0.044897959183673466,0.5080106809078772,0.20363442009620525,0
0.18236472945891782,0.4666666666666667,0.8739795918367347,0.9112149532710281,0.6301443078567611,2
0.4756179024716099,0.23333333333333334,0.11530612244897959,0.4993324432576769,0.6531266702298236,2
0.9392117568470274,0.20833333333333334,0.3637755102040816,0.6762349799732977,0.008017103153393906,0
0.30995323981295925,0.975,0.32908163265306123,0.5173564753004005,0.5577231427044361,2
0.4061456245824983,0.5916666666666667,0.06326530612244897,0.22229639519359146,0.6758417958311064,2
0.6933867735470942,0.6583333333333333,0.5673469387755102,0.7783711615487316,0.49465526456440406,2
0.374749498997996,0.36666666666666664,0.2913265306122449,0.2116154873164219,0.2910208444681988,0
0.9846359385437542,0.5916666666666667,0.39540816326530615,0.7389853137516689,0.7391769107429182,3
0.3059452237808951,0.9666666666666667,0.6698979591836735,0.554739652870494,0.7528059861036879,3
0.11155644622578491,0.625,0.33979591836734696,0.46929238985313754,0.6654195617316943,2
0.7688710754843019,0.9833333333333333,0.17959183673469387,0.38985313751668893,0.8915018706574025,3
0.2852371409485638,0.0,0.11275510204081633,0.4959946595460614,0.10956707642971673,0
0.603874415497662,0.225,0.14489795918367346,0.35781041388518026,0.5665419561731694,2
0.6138944555778223,0.16666666666666666,0.09897959183673469,0.5961281708945261,0.13548904329235703,0
0.06680026720106881,0.7416666666666667,0.4173469387755102,0.8858477970627503,0.6400320684126136,2
0.17768871075484302,0.225,0.26377551020408163,0.9979973297730307,0.5507749866381614,2
0.6379425517702071,0.9416666666666667,0.6556122448979592,0.6188251001335113,0.900053447354356,3
0.5838343353373413,0.5583333333333333,0.3040816326530612,0.11949265687583445,0.9596472474612506,3
0.533066132264529,0.8916666666666667,0.6801020408163265,0.8931909212283045,0.3089257081774452,1
0.676686706746827,0.31666666666666665,0.09489795918367347,0.8744993324432577,0.23944414751469803,1
0.43353373413493657,0.5916666666666667,0.20255102040816325,0.20026702269692923,0.1985569214323891,0
0.8022712090848363,0.8083333333333333,0.6326530612244898,0.9552736982643525,0.31373597006948156,2
0.8537074148296593,0.08333333333333333,0.625,0.8124165554072096,0.26456440406199894,1
0.8724114896459586,0.375,0.6229591836734694,0.6108144192256342,0.7121859967931587,3
0.781563126252505,0.4083333333333333,0.13418367346938775,0.23230974632843793,0.5558524853019775,2
0.49899799599198397,0.075,0.036224489795918365,0.7917222963951935,0.5873864243719936,2
0.2605210420841683,0.6083333333333333,0.02040816326530612,0.6241655540720962,0.2797969000534474,0
0.7989311957247829,0.125,0.12040816326530612,0.5100133511348465,0.9206306787814004,3
0.8096192384769539,0.9916666666666667,0.05510204081632653,0.9766355140186916,0.3359166221272047,1
0.7561790247160989,0.25833333333333336,0.07448979591836735,0.27102803738317754,0.0681453768038482,0
0.5791583166332666,0.2916666666666667,0.4301020408163265,0.43057409879839786,0.7175307322287546,3
0.7521710086840347,0.8333333333333334,0.026530612244897958,0.3885180240320427,0.7883484767504009,3
0.18837675350701402,0.21666666666666667,0.6112244897959184,0.6481975967957276,0.47033671833244256,1
0.06813627254509018,0.38333333333333336,0.35306122448979593,0.3718291054739653,0.9211651523249599,3
0.12157648630594522,0.975,0.4729591836734694,0.42389853137516686,0.4836985569214324,1
0.30861723446893785,0.6333333333333333,0.37857142857142856,0.21428571428571427,0.6590058792089791,2
0.2865731462925852,0.5333333333333333,0.5188775510204081,0.5267022696929239,0.47033671833244256,1
0.6559786239144957,0.55,0.18418367346938774,0.7022696929238985,0.3556921432389097,1
0.12157648630594522,0.775,0.48673469387755103,0.9913217623497997,0.6322822020309995,2
0.3179692718770875,0.7083333333333334,0.7663265306122449,0.9092122830440588,0.9241047568145376,3
0.43754175016700064,0.6583333333333333,0.16428571428571428,0.03137516688918558,0.05718866916087654,0
0.43286573146292584,0.21666666666666667,0.825,0.7843791722296395,0.9350614644575094,3
0.8209752839011356,0.525,0.21326530612244898,0.34913217623498,0.35783003741314806,1
0.3473613894455578,0.4666666666666667,0.461734693877551,0.9933244325767691,0.6346873329770176,2
0.7294589178356713,0.4166666666666667,0.38826530612244897,0.5580774365821095,0.293425975414217,1
0.0895123580494322,0.25,0.3056122448979592,0.5333778371161548,0.586851950828434,2
0.6920507682030728,0.475,0.42806122448979594,0.4212283044058745,0.9163548904329236,3
0.5177020708082832,0.4166666666666667,0.11071428571428571,0.1568758344459279,0.9465526456440406,3
0.7307949231796927,0.06666666666666667,0.7525510204081632,0.9933244325767691,0.1742383752004276,1
0.3787575150300601,0.36666666666666664,0.7168367346938775,0.9412550066755674,0.07856761090326028,0
0.9018036072144289,0.9833333333333333,0.14948979591836734,0.979305740987984,0.12800641368252272,0
0.33266533066132264,0.43333333333333335,0.31020408163265306,0.9813084112149533,0.35863174772848744,1
0.07214428857715431,0.10833333333333334,0.4785714285714286,0.9666221628838452,0.430251202565473,1
0.8289913159652639,0.75,0.23112244897959183,0.12082777036048065,0.6290753607696419,2
0.8944555778223113,0.5166666666666667,0.1586734693877551,0.6975967957276369,0.21966862640299306,1
0.3199732798931196,0.6666666666666666,0.5142857142857142,0.8397863818424566,0.5376803848209514,2
0.008684034736138945,0.8833333333333333,0.08571428571428572,0.5473965287049399,0.11517904863709247,0
0.9826319305277221,0.9666666666666667,0.14948979591836734,0.30173564753004006,0.2832709780865847,1
0.503006012024048,0.45,0.6571428571428571,0.582109479305741,0.14991982896846606,0
0.33867735470941884,0.2833333333333333,0.5494897959183673,0.4152202937249666,0.46846606092998394,1
0.5798263193052772,0.23333333333333334,0.7403061224489796,0.6468624833110814,0.7883484767504009,3
0.5617902471609887,0.775,0.06479591836734694,0.0801068090787717,0.638161411010155,2
0.04676018704074816,0.175,0.015816326530612244,0.6915887850467289,0.07990379476215927,0
0.7882431529726119,0.725,0.4336734693877551,0.3371161548731642,0.536878674505612,2
0.8376753507014028,0.45,0.14591836734693878,0.38384512683578104,0.9836985569214324,3
0.07615230460921844,0.6916666666666667,0.053061224489795916,0.7770360480640854,0.522447888829503,1
0.8817635270541082,0.2833333333333333,0.049489795918367344,0.869826435246996,0.5809727418492785,2
0.40547762191048764,0.7416666666666667,0.10612244897959183,0.829105473965287,0.2600213789417424,0
0.8877755511022044,0.925,0.23469387755102042,0.7229639519359146,0.555318011758418,2
0.05477621910487642,0.06666666666666667,0.8459183673469388,0.8638184245660881,0.4123463388562266,1
0.8911155644622578,0.9416666666666667,0.19642857142857142,0.05540720961281709,0.05130946018172101,0
0.36138944555778224,0.10833333333333334,0.3709183673469388,0.8044058744993324,0.790753607696419,3
0.9665998663994656,0.4583333333333333,0.24336734693877551,0.04739652870493992,0.14965259219668625,0
0.6987307949231797,0.7166666666666667,0.29744897959183675,0.06008010680907877,0.06654195617316942,0
0.5504342017368069,0.55,0.2545918367346939,0.130173564753004,0.5537145911277391,2
0.8650634602538411,0.8666666666666667,0.5224489795918368,0.5761014686248331,0.8874933190807055,3
0.0841683366733467,0.425,0.2280612244897959,0.2129506008010681,0.5932656333511491,1
0.4415497661990648,0.2833333333333333,0.02857142857142857,0.3317757009345794,0.3730625334045965,1
0.4028056112224449,0.9916666666666667,0.33316326530612245,0.609479305740988,0.2600213789417424,0
0.2758851035404142,0.5583333333333333,0.36020408163265305,0.14753004005340453,0.23142704436130412,0
0.14696058784235136,0.375,0.20816326530612245,0.9092122830440588,0.38936397648316406,1
0.6753507014028056,0.45,0.11224489795918367,0.8931909212283045,0.8311063602351684,3
0.8623914495657983,0.75,0.8295918367346938,0.9432576769025367,0.6165152324959915,3
0.605878423513694,0.5916666666666667,0.44642857142857145,0.32176234979973295,0.7765900587920898,3
0.23981295925183702,0.5083333333333333,0.35306122448979593,0.3197596795727637,0.9655264564404062,3
0.2972611890447562,0.6166666666666667,0.08112244897959184,0.08678237650200267,0.4938535542490647,1
0.45424181696726784,0.3,0.19642857142857142,0.22096128170894527,0.47140566541956175,1
0.4649298597194389,0.4083333333333333,0.10918367346938776,0.807743658210948,0.702565473009086,2
0.7909151636606546,0.475,0.061224489795918366,0.6201602136181575,0.16702298236237306,0
0.4422177688710755,0.625,0.2653061224489796,0.16955941255006676,0.6712987707108499,2
0.7788911155644622,0.48333333333333334,0.6178571428571429,0.5981308411214953,0.10128273650454303,0
0.8096192384769539,0.39166666666666666,0.3719387755102041,0.3164218958611482,0.5745590593265634,2
0.026720106880427523,0.39166666666666666,0.936734693877551,0.9165554072096128,0.20390165686798503,1
0.46025384101536404,0.8833333333333333,0.7229591836734693,0.6281708945260347,0.09834313201496526,0
0.14428857715430862,0.15833333333333333,0.9581632653061225,0.9886515353805073,0.09967931587386425,0
0.2972611890447562,0.525,0.33163265306122447,0.8277703604806409,0.5133618385889899,2
0.1295925183700735,0.9666666666666667,0.8413265306122449,0.8871829105473965,0.6945483698556921,2
0.5971943887775552,0.31666666666666665,0.3989795918367347,0.8591455273698264,0.8329770176376269,3
0.541750167000668,0.6916666666666667,0.04846938775510204,0.2623497997329773,0.9847675040085516,3
0.1229124916499666,0.7833333333333333,0.36989795918367346,0.24699599465954605,0.2584179583110636,0
0.4188376753507014,0.4583333333333333,0.38316326530612244,0.7222963951935915,0.31480491715660075,1
0.6092184368737475,0.875,0.5301020408163265,0.5460614152202937,0.9679315873864244,3
0.927187708750835,0.43333333333333335,0.08673469387755102,0.4045393858477971,0.9128808123997862,3
0.6693386773547094,0.7166666666666667,0.4290816326530612,0.5367156208277704,0.498663816141101,2
0.27655310621242485,0.09166666666666666,0.44642857142857145,0.5447263017356475,0.03260288615713522,0
0.8363393453573814,0.925,0.8428571428571429,0.9899866488651535,0.22875467664350616,1
0.47027388109552437,0.6916666666666667,0.16377551020408163,0.9145527369826435,0.18626402993051844,0
0.6325985303941216,0.6333333333333333,0.9142857142857143,0.9012016021361816,0.24559059326563334,1
0.032732130928523714,0.5416666666666666,0.2479591836734694,0.9546061415220294,0.012292891501870658,0
0.42818971275885104,0.2833333333333333,0.31785714285714284,0.1795727636849132,0.3984500267236772,1
0.9278557114228457,0.39166666666666666,0.7336734693877551,0.8891855807743658,0.5708177445216461,3
0.38209752839011357,0.5416666666666666,0.3520408163265306,0.20293724966622162,0.7087119187600214,2
0.4529058116232465,0.85,0.04336734693877551,0.6348464619492656,0.02244788882950294,0
0.6085504342017368,0.05,0.0010204081632653062,0.1068090787716956,0.4267771245323356,1
0.07014028056112225,0.55,0.2372448979591837,0.43524699599465955,0.2584179583110636,0
0.8062792251169004,0.24166666666666667,0.11887755102040816,0.011348464619492658,0.8369855692143239,3
0.7648630594522378,1.0,0.1076530612244898,0.739652870493992,0.11491181186531267,0
0.06613226452905811,0.26666666666666666,0.16326530612244897,0.16488651535380508,0.3738642437199359,0
0.8183032732130928,0.9416666666666667,0.1933673469387755,0.4826435246995995,0.5299305184393373,2
0.8777555110220441,0.6583333333333333,0.3096938775510204,0.16555407209612816,0.327632282202031,1
0.8670674682698731,0.35833333333333334,0.31479591836734694,0.5914552736982643,0.05050774986638162,0
0.7020708082832331,0.35833333333333334,0.13724489795918368,0.35113484646194926,0.573757349011224,2
0.7120908483633934,0.6083333333333333,0.09693877551020408,0.5514018691588785,0.9981293425975414,3
0.3587174348697395,0.5083333333333333,0.0020408163265306124,0.09212283044058744,0.9227685729556387,3
0.6847027388109552,0.30833333333333335,0.3663265306122449,0.16755674232309747,0.5267236771779797,2
0.9131596526386105,0.7416666666666667,0.17704081632653063,0.1068090787716956,0.7683057188669161,3
0.687374749498998,0.8083333333333333,0.2316326530612245,0.9846461949265688,0.12533404596472475,0
