,0
AGTO-ELM,13327.736928756989
AVOA-ELM,6738.539573509013
ARO-ELM,6908.538226567995
HGSO-ELM,7945.197883104993
EVO-ELM,7534.762150357012
TLO-ELM,14251.041746604984
