,0
AGTO-ELM,1636.6187955860514
AVOA-ELM,617.0942493290058
ARO-ELM,632.7941003640299
HGSO-ELM,696.8592091390165
EVO-ELM,653.5484892210225
TLO-ELM,1252.9357086410164
