,0
SVM,0.3766393540427089
KNN,0.16499298671260476
DT,0.17875858070328832
RF,0.18298434326425195
ABC,0.18889380199834704
GBC,0.26752496184781194
MLP,0.46016840962693095
ELM,0.20633808616548777
