,0
AGTO-ELM,1323.1039435990024
AVOA-ELM,662.5487574260042
ARO-ELM,648.2635924780043
HGSO-ELM,742.693054694013
EVO-ELM,646.070001421991
TLO-ELM,1306.4016884450102
