,0
AGTO-ELM,1284.6153970759988
AVOA-ELM,732.4588865139958
ARO-ELM,647.9111896040049
HGSO-ELM,828.2047894229981
EVO-ELM,660.891478163001
TLO-ELM,1298.4196799100027
