,0
AGTO-ELM,2.2873260999999996
AVOA-ELM,1.5598340999999998
ARO-ELM,1.6434728000000005
HGSO-ELM,1.7240271000000007
EVO-ELM,2.0790889999999997
TLO-ELM,2.2833603
