,0
SVM,2.245512404006149
KNN,1.313410456001293
DT,0.19019873700017342
RF,1.3067724350039498
ABC,0.44031977000122424
GBC,3.28979552200326
MLP,1.482183542997518
ELM,0.2226505049984553
