,0
AGTO-ELM,86.08035924698925
AVOA-ELM,44.00083795096725
ARO-ELM,45.665472400025465
HGSO-ELM,48.46595725603402
EVO-ELM,52.14222979801707
TLO-ELM,88.54093928000657
