,0
AGTO-ELM,417.73729840599117
AVOA-ELM,207.3560331420158
ARO-ELM,212.19034204099444
HGSO-ELM,236.4366174780007
EVO-ELM,258.862961293984
TLO-ELM,421.5645815420139
