,0
AGTO-ELM,15.652259080670774
AVOA-ELM,7.867343709338456
ARO-ELM,8.440024545881897
HGSO-ELM,8.577654132153839
EVO-ELM,9.641013235785067
TLO-ELM,15.71064702514559
