,0
SVM,0.35589979588985443
KNN,0.1647400613874197
DT,0.15967829106375575
RF,0.18439299007877707
ABC,0.20340533135458827
GBC,0.2880867621861398
MLP,0.3391911727376282
ELM,0.1904868888668716
